,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Tên vật tư,Mã,Mã vật tư tính giá,Đvt,Đvt hộp,Hệ số hộp,Đvt M2,Hế số M2,Loại vật tư,Mã nhóm mẹ,Hãng sản xuất,Nhóm hàng,Sản phẩm,Thuế TTĐB,Đơn vị cơ sở,Quy cách,Quy cách Code,Id,Ngày tạo mới
Gạch 25x40 MS 2403V loại 1,01.L1.2540.2403V.CT7,01.L1.2540.2403V,Viên,Hộp,10.00,M2,10.00,Vật tư hàng hóa,01.25X40,NCC0067,GACH,,0%,,quy cách gạch 25x40,2540,13448,10/14/2017
Gạch 25x40 MS 2403V loại 1,01.L1.2540.2403V.CT8,01.L1.2540.2403V,Viên,Hộp,10.00,M2,10.00,Vật tư hàng hóa,01.25X40,NCC0067,GACH,,0%,,quy cách gạch 25x40,2540,13449,11/24/2017
Gạch 25x40 MS 2404T loại 1,01.L1.2540.2404T.0,01.L1.2540.2404T,Viên,Hộp,10.00,M2,10.00,Vật tư hàng hóa,01.25X40,NCC0067,GACH,,0%,,quy cách gạch 25x40,2540,13450,4/14/2017
Gạch 25x40 MS 2404T loại 1,01.L1.2540.2404T.4,01.L1.2540.2404T,Viên,Hộp,10.00,M2,10.00,Vật tư hàng hóa,01.25X40,NCC0067,GACH,,0%,,quy cách gạch 25x40,2540,13451,8/12/2017
Gạch 25x40 MS 2404T loại 1,01.L1.2540.2404T.5,01.L1.2540.2404T,Viên,Hộp,10.00,M2,10.00,Vật tư hàng hóa,01.25X40,NCC0067,GACH,,0%,,quy cách gạch 25x40,2540,13452,8/12/2017
Gạch 25x40 MS 2404T loại 1,01.L1.2540.2404T.6,01.L1.2540.2404T,Viên,Hộp,10.00,M2,10.00,Vật tư hàng hóa,01.25X40,NCC0067,GACH,,0%,,quy cách gạch 25x40,2540,13453,8/12/2017
Gạch 25x40 MS 2404T loại 1,01.L1.2540.2404T.7,01.L1.2540.2404T,Viên,Hộp,10.00,M2,10.00,Vật tư hàng hóa,01.25X40,NCC0067,GACH,,0%,,quy cách gạch 25x40,2540,13454,8/12/2017
Gạch 25x40 MS 2404T loại 1,01.L1.2540.2404T.8,01.L1.2540.2404T,Viên,Hộp,10.00,M2,10.00,Vật tư hàng hóa,01.25X40,NCC0067,GACH,,0%,,quy cách gạch 25x40,2540,13455,8/12/2017
Gạch 25x40 MS 2404V loại 1,01.L1.2540.2404V.0,01.L1.2540.2404V,Viên,Hộp,10.00,M2,10.00,Vật tư hàng hóa,01.25X40,NCC0067,GACH,,0%,,quy cách gạch 25x40,2540,13456,4/14/2017
Gạch 25x40 MS 2404V loại 1,01.L1.2540.2404V.3,01.L1.2540.2404V,Viên,Hộp,10.00,M2,10.00,Vật tư hàng hóa,01.25X40,NCC0067,GACH,,0%,,quy cách gạch 25x40,2540,13457,6/5/2017
Gạch 25x40 MS 2404V loại 1,01.L1.2540.2404V.4,01.L1.2540.2404V,Viên,Hộp,10.00,M2,10.00,Vật tư hàng hóa,01.25X40,NCC0067,GACH,,0%,,quy cách gạch 25x40,2540,13458,8/12/2017
Gạch 25x40 MS 2404V loại 1,01.L1.2540.2404V.5,01.L1.2540.2404V,Viên,Hộp,10.00,M2,10.00,Vật tư hàng hóa,01.25X40,NCC0067,GACH,,0%,,quy cách gạch 25x40,2540,13459,8/12/2017
Gạch 25x40 MS 2404V loại 1,01.L1.2540.2404V.6,01.L1.2540.2404V,Viên,Hộp,10.00,M2,10.00,Vật tư hàng hóa,01.25X40,NCC0067,GACH,,0%,,quy cách gạch 25x40,2540,13460,8/12/2017
Gạch 25x40 MS 2404V loại 1,01.L1.2540.2404V.7,01.L1.2540.2404V,Viên,Hộp,10.00,M2,10.00,Vật tư hàng hóa,01.25X40,NCC0067,GACH,,0%,,quy cách gạch 25x40,2540,13461,8/12/2017
Gạch 25x40 MS 2404V loại 1,01.L1.2540.2404V.8,01.L1.2540.2404V,Viên,Hộp,10.00,M2,10.00,Vật tư hàng hóa,01.25X40,NCC0067,GACH,,0%,,quy cách gạch 25x40,2540,13462,8/12/2017
Gạch 25x40 MS 2405T loại 1,01.L1.2540.2405T.0,01.L1.2540.2405T,Viên,Hộp,10.00,M2,10.00,Vật tư hàng hóa,01.25X40,NCC0067,GACH,,0%,,quy cách gạch 25x40,2540,13463,4/17/2017
Gạch 25x40 MS 2405T loại 1,01.L1.2540.2405T.3,01.L1.2540.2405T,Viên,Hộp,10.00,M2,10.00,Vật tư hàng hóa,01.25X40,NCC0067,GACH,,0%,,quy cách gạch 25x40,2540,13464,9/18/2017
Gạch 25x40 MS 2405T loại 1,01.L1.2540.2405T.4,01.L1.2540.2405T,Viên,Hộp,10.00,M2,10.00,Vật tư hàng hóa,01.25X40,NCC0067,GACH,,0%,,quy cách gạch 25x40,2540,13465,8/12/2017
Gạch 25x40 MS 2405T loại 1,01.L1.2540.2405T.5,01.L1.2540.2405T,Viên,Hộp,10.00,M2,10.00,Vật tư hàng hóa,01.25X40,NCC0067,GACH,,0%,,quy cách gạch 25x40,2540,13466,8/12/2017
Gạch 25x40 MS 2405T loại 1,01.L1.2540.2405T.6,01.L1.2540.2405T,Viên,Hộp,10.00,M2,10.00,Vật tư hàng hóa,01.25X40,NCC0067,GACH,,0%,,quy cách gạch 25x40,2540,13467,8/12/2017
Gạch 25x40 MS 2405T loại 1,01.L1.2540.2405T.7,01.L1.2540.2405T,Viên,Hộp,10.00,M2,10.00,Vật tư hàng hóa,01.25X40,NCC0067,GACH,,0%,,quy cách gạch 25x40,2540,13468,8/12/2017
Gạch 25x40 MS 2405T loại 1,01.L1.2540.2405T.8,01.L1.2540.2405T,Viên,Hộp,10.00,M2,10.00,Vật tư hàng hóa,01.25X40,NCC0067,GACH,,0%,,quy cách gạch 25x40,2540,13469,8/12/2017
Gạch 25x40 MS 2405V loại 1,01.L1.2540.2405V.0,01.L1.2540.2405V,Viên,Hộp,10.00,M2,10.00,Vật tư hàng hóa,01.25X40,NCC0067,GACH,,0%,,quy cách gạch 25x40,2540,13470,4/17/2017
Gạch 25x40 MS 2405V loại 1,01.L1.2540.2405V.1,01.L1.2540.2405V,Viên,Hộp,10.00,M2,10.00,Vật tư hàng hóa,01.25X40,NCC0067,GACH,,0%,,quy cách gạch 25x40,2540,13471,8/27/2017
Gạch 25x40 MS 2405V loại 1,01.L1.2540.2405V.3,01.L1.2540.2405V,Viên,Hộp,10.00,M2,10.00,Vật tư hàng hóa,01.25X40,NCC0067,GACH,,0%,,quy cách gạch 25x40,2540,13472,9/18/2017
Gạch 25x40 MS 2405V loại 1,01.L1.2540.2405V.4,01.L1.2540.2405V,Viên,Hộp,10.00,M2,10.00,Vật tư hàng hóa,01.25X40,NCC0067,GACH,,0%,,quy cách gạch 25x40,2540,13473,8/12/2017
Gạch 25x40 MS 2405V loại 1,01.L1.2540.2405V.5,01.L1.2540.2405V,Viên,Hộp,10.00,M2,10.00,Vật tư hàng hóa,01.25X40,NCC0067,GACH,,0%,,quy cách gạch 25x40,2540,13474,8/12/2017
Gạch 25x40 MS 2405V loại 1,01.L1.2540.2405V.6,01.L1.2540.2405V,Viên,Hộp,10.00,M2,10.00,Vật tư hàng hóa,01.25X40,NCC0067,GACH,,0%,,quy cách gạch 25x40,2540,13475,8/12/2017
Gạch 25x40 MS 2405V loại 1,01.L1.2540.2405V.7,01.L1.2540.2405V,Viên,Hộp,10.00,M2,10.00,Vật tư hàng hóa,01.25X40,NCC0067,GACH,,0%,,quy cách gạch 25x40,2540,13476,8/12/2017
Gạch 25x40 MS 2405V loại 1,01.L1.2540.2405V.8,01.L1.2540.2405V,Viên,Hộp,10.00,M2,10.00,Vật tư hàng hóa,01.25X40,NCC0067,GACH,,0%,,quy cách gạch 25x40,2540,13477,8/12/2017
Gạch 25x40 MS 2406T loại 1,01.L1.2540.2406T.0,01.L1.2540.2406T,Viên,Hộp,10.00,M2,10.00,Vật tư hàng hóa,01.25X40,NCC0067,GACH,,0%,,quy cách gạch 25x40,2540,13478,4/17/2017
Gạch 25x40 MS 2406T loại 1,01.L1.2540.2406T.1,01.L1.2540.2406T,Viên,Hộp,10.00,M2,10.00,Vật tư hàng hóa,01.25X40,NCC0067,GACH,,0%,,quy cách gạch 25x40,2540,13479,8/27/2017
Gạch 25x40 MS 2406T loại 1,01.L1.2540.2406T.4,01.L1.2540.2406T,Viên,Hộp,10.00,M2,10.00,Vật tư hàng hóa,01.25X40,NCC0067,GACH,,0%,,quy cách gạch 25x40,2540,13480,8/12/2017
Gạch 25x40 MS 2406T loại 1,01.L1.2540.2406T.5,01.L1.2540.2406T,Viên,Hộp,10.00,M2,10.00,Vật tư hàng hóa,01.25X40,NCC0067,GACH,,0%,,quy cách gạch 25x40,2540,13481,8/12/2017
Gạch 25x40 MS 2406T loại 1,01.L1.2540.2406T.6,01.L1.2540.2406T,Viên,Hộp,10.00,M2,10.00,Vật tư hàng hóa,01.25X40,NCC0067,GACH,,0%,,quy cách gạch 25x40,2540,13482,8/12/2017
Gạch 25x40 MS 2406T loại 1,01.L1.2540.2406T.7,01.L1.2540.2406T,Viên,Hộp,10.00,M2,10.00,Vật tư hàng hóa,01.25X40,NCC0067,GACH,,0%,,quy cách gạch 25x40,2540,13483,8/12/2017
Gạch 25x40 MS 2406T loại 1,01.L1.2540.2406T.8,01.L1.2540.2406T,Viên,Hộp,10.00,M2,10.00,Vật tư hàng hóa,01.25X40,NCC0067,GACH,,0%,,quy cách gạch 25x40,2540,13484,8/12/2017
Gạch 25x40 MS 2406V loại 1,01.L1.2540.2406V.1,01.L1.2540.2406V,Viên,Hộp,10.00,M2,10.00,Vật tư hàng hóa,01.25X40,NCC0067,GACH,,0%,,quy cách gạch 25x40,2540,13485,8/27/2017
Gạch 25x40 MS 2406V loại 1,01.L1.2540.2406V.4,01.L1.2540.2406V,Viên,Hộp,10.00,M2,10.00,Vật tư hàng hóa,01.25X40,NCC0067,GACH,,0%,,quy cách gạch 25x40,2540,13486,8/12/2017
Gạch 25x40 MS 2406V loại 1,01.L1.2540.2406V.5,01.L1.2540.2406V,Viên,Hộp,10.00,M2,10.00,Vật tư hàng hóa,01.25X40,NCC0067,GACH,,0%,,quy cách gạch 25x40,2540,13487,8/12/2017
Gạch 25x40 MS 2406V loại 1,01.L1.2540.2406V.6,01.L1.2540.2406V,Viên,Hộp,10.00,M2,10.00,Vật tư hàng hóa,01.25X40,NCC0067,GACH,,0%,,quy cách gạch 25x40,2540,13488,8/12/2017
Gạch 25x40 MS 2406V loại 1,01.L1.2540.2406V.7,01.L1.2540.2406V,Viên,Hộp,10.00,M2,10.00,Vật tư hàng hóa,01.25X40,NCC0067,GACH,,0%,,quy cách gạch 25x40,2540,13489,8/12/2017
Gạch 25x40 MS 2406V loại 1,01.L1.2540.2406V.8,01.L1.2540.2406V,Viên,Hộp,10.00,M2,10.00,Vật tư hàng hóa,01.25X40,NCC0067,GACH,,0%,,quy cách gạch 25x40,2540,13490,8/12/2017
Gạch 25x40 MS 2411 loại 1,01.L1.2540.2411.5,01.L1.2540.2411,viên,hộp,10.00,m2,10.00,Vật tư hàng hóa,01.25X40,NCC0067,GACH,,0%,,quy cách gạch 25x40,2540,13491,8/1/2017
Gạch 25x40 MS 2412 loại 1,01.L1.2540.2412.5,01.L1.2540.2412,Viên,Hộp,10.00,M2,10.00,Vật tư hàng hóa,01.25X40,,GACH,,0%,,quy cách gạch 25x40,2540,13492,8/1/2017
Gạch 25x40 MS 2413 loại 1,01.L1.2540.2413.5,01.L1.2540.2413,Viên,Hộp,10.00,M2,10.00,Vật tư hàng hóa,01.25X40,NCC0067,GACH,,0%,,quy cách gạch 25x40,2540,13493,8/1/2017
Gạch 25x40 MS 2414 Loại 1,01.L1.2540.2414.5,01.L1.2540.2414,Viên,Hộp,10.00,m2,10.00,Vật tư hàng hóa,01.25X40,NCC0067,GACH,,0%,,quy cách gạch 25x40,2540,13494,8/2/2017
Gạch 25x40 MS 2415 Loại 1,01.L1.2540.2415.5,01.L1.2540.2415,Viên,Hộp,10.00,m2,10.00,Vật tư hàng hóa,01.25X40,NCC0067,GACH,,0%,,quy cách gạch 25x40,2540,13495,8/2/2017
Gạch 25x40 MS 2416 Loại 1,01.L1.2540.2416.5,01.L1.2540.2416,Viên,Hộp,10.00,m2,10.00,Vật tư hàng hóa,01.25X40,NCC0067,GACH,,0%,,quy cách gạch 25x40,2540,13496,8/2/2017
Gạch 30x45 MS 3401T loại 1,01.L1.3045.3401T.3,01.L1.3045.3401T,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13497,9/27/2018
Gạch 30x45 MS 3401T loại 1,01.L1.3045.3401T.4,01.L1.3045.3401T,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13498,6/7/2018
Gạch 30x45 MS 3401T loại 1,01.L1.3045.3401T.5,01.L1.3045.3401T,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13499,3/22/2018
Gạch 30x45 MS 3401T loại 1,01.L1.3045.3401T.6,01.L1.3045.3401T,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13500,3/23/2018
Gạch 30x45 MS 3401T loại 1,01.L1.3045.3401T.7,01.L1.3045.3401T,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13501,9/29/2018
Gạch 30x45 MS 3401T loại 1,01.L1.3045.3401T.8,01.L1.3045.3401T,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13502,11/15/2018
Gạch 30x45 MS 3401T loại 1,01.L1.3045.3401T.9,01.L1.3045.3401T,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13503,1/29/2019
Gạch 30x45 MS 3401V loại 1,01.L1.3045.3401V.3,01.L1.3045.3401V,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13504,9/27/2018
Gạch 30x45 MS 3401V loại 1,01.L1.3045.3401V.4,01.L1.3045.3401V,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13505,6/7/2018
Gạch 30x45 MS 3401V loại 1,01.L1.3045.3401V.5,01.L1.3045.3401V,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13506,3/22/2018
Gạch 30x45 MS 3401V loại 1,01.L1.3045.3401V.6,01.L1.3045.3401V,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13507,3/23/2018
Gạch 30x45 MS 3401V loại 1,01.L1.3045.3401V.7,01.L1.3045.3401V,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13508,9/29/2018
Gạch 30x45 MS 3401V loại 1,01.L1.3045.3401V.8,01.L1.3045.3401V,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13509,11/15/2018
Gạch 30x45 MS 3401V loại 1,01.L1.3045.3401V.9,01.L1.3045.3401V,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13510,1/29/2019
Gạch 30x45 MS 3402T loại 1,01.L1.3045.3402T.4,01.L1.3045.3402T,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13511,8/15/2018
Gạch 30x45 MS 3402T loại 1,01.L1.3045.3402T.5,01.L1.3045.3402T,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13512,3/22/2018
Gạch 30x45 MS 3402T loại 1,01.L1.3045.3402T.6,01.L1.3045.3402T,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13513,3/23/2018
Gạch 30x45 MS 3402T loại 1,01.L1.3045.3402T.7,01.L1.3045.3402T,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13514,7/7/2018
Gạch 30x45 MS 3402T loại 1,01.L1.3045.3402T.8,01.L1.3045.3402T,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13515,8/17/2018
Gạch 30x45 MS 3402V loại 1,01.L1.3045.3402V.4,01.L1.3045.3402V,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13516,8/15/2018
Gạch 30x45 MS 3402V loại 1,01.L1.3045.3402V.5,01.L1.3045.3402V,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13517,3/22/2018
Gạch 30x45 MS 3402V loại 1,01.L1.3045.3402V.6,01.L1.3045.3402V,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13518,3/23/2018
Gạch 30x45 MS 3402V loại 1,01.L1.3045.3402V.7,01.L1.3045.3402V,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13519,7/7/2018
Gạch 30x45 MS 3402V loại 1,01.L1.3045.3402V.8,01.L1.3045.3402V,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13520,8/17/2018
Gạch 30x45 MS 3403T loại 1,01.L1.3045.3403T.10,01.L1.3045.3403T,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13521,8/22/2018
Gạch 30x45 MS 3403T loại 1,01.L1.3045.3403T.11,01.L1.3045.3403T,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13522,9/7/2018
Gạch 30x45 MS 3403T loại 1,01.L1.3045.3403T.3,01.L1.3045.3403T,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13523,9/18/2018
Gạch 30x45 MS 3403T loại 1,01.L1.3045.3403T.5,01.L1.3045.3403T,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13524,3/22/2018
Gạch 30x45 MS 3403T loại 1,01.L1.3045.3403T.6,01.L1.3045.3403T,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13525,3/23/2018
Gạch 30x45 MS 3403T loại 1,01.L1.3045.3403T.8,01.L1.3045.3403T,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13526,8/22/2018
Gạch 30x45 MS 3403T loại 1,01.L1.3045.3403T.9,01.L1.3045.3403T,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13527,8/28/2018
Gạch 30x45 MS 3403V loại 1,01.L1.3045.3403V.10,01.L1.3045.3403V,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13528,8/22/2018
Gạch 30x45 MS 3403V loại 1,01.L1.3045.3403V.11,01.L1.3045.3403V,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13529,9/7/2018
Gạch 30x45 MS 3403V loại 1,01.L1.3045.3403V.3,01.L1.3045.3403V,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13530,9/18/2018
Gạch 30x45 MS 3403V loại 1,01.L1.3045.3403V.5,01.L1.3045.3403V,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13531,3/22/2018
Gạch 30x45 MS 3403V loại 1,01.L1.3045.3403V.6,01.L1.3045.3403V,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13532,3/23/2018
Gạch 30x45 MS 3403V loại 1,01.L1.3045.3403V.8,01.L1.3045.3403V,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13533,8/22/2018
Gạch 30x45 MS 3403V loại 1,01.L1.3045.3403V.9,01.L1.3045.3403V,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13534,8/28/2018
Gạch 30x45 MS 3404T loại 1,01.L1.3045.3404T.2,01.L1.3045.3404T,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13535,9/8/2018
Gạch 30x45 MS 3404T loại 1,01.L1.3045.3404T.3,01.L1.3045.3404T,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13536,3/31/2018
Gạch 30x45 MS 3404T loại 1,01.L1.3045.3404T.4,01.L1.3045.3404T,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13537,3/31/2018
Gạch 30x45 MS 3404T loại 1,01.L1.3045.3404T.5,01.L1.3045.3404T,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13538,3/22/2018
Gạch 30x45 MS 3404T loại 1,01.L1.3045.3404T.6,01.L1.3045.3404T,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13539,3/23/2018
Gạch 30x45 MS 3404T loại 1,01.L1.3045.3404T.8,01.L1.3045.3404T,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13540,8/28/2018
Gạch 30x45 MS 3404T loại 1,01.L1.3045.3404T.9,01.L1.3045.3404T,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13541,2/27/2019
Gạch 30x45 MS 3404V loại 1,01.L1.3045.3404V.2,01.L1.3045.3404V,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13542,9/8/2018
Gạch 30x45 MS 3404V loại 1,01.L1.3045.3404V.3,01.L1.3045.3404V,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13543,3/31/2018
Gạch 30x45 MS 3404V loại 1,01.L1.3045.3404V.4,01.L1.3045.3404V,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13544,3/31/2018
Gạch 30x45 MS 3404V loại 1,01.L1.3045.3404V.5,01.L1.3045.3404V,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13545,3/22/2018
Gạch 30x45 MS 3404V loại 1,01.L1.3045.3404V.6,01.L1.3045.3404V,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13546,3/23/2018
Gạch 30x45 MS 3404V loại 1,01.L1.3045.3404V.8,01.L1.3045.3404V,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13547,8/28/2018
Gạch 30x45 MS 3404V loại 1,01.L1.3045.3404V.9,01.L1.3045.3404V,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,01.30X45,NCC0067,GACH,,0%,,gạch quy cách 30x45,3045,13548,2/27/2019
Gạch 30x60 MS 6202 Loại 1,01.L1.3060.6202.SM4,01.L1.3060.6202,Viên,Hộp,11.00,M2,5.56,Vật tư hàng hóa,01.30X60,NCC0067,GACH,,0%,,gạch quy cách 30x60,3060,13549,11/4/2017
Gạch 30x60 MS 6204 Loại 1,01.L1.3060.6204.SM3,01.L1.3060.6204,Viên,Hộp,11.00,M2,5.56,Vật tư hàng hóa,01.30X60,NCC0067,GACH,,0%,,gạch quy cách 30x60,3060,13550,11/4/2017
Gạch 30x60 MS 6301 Loại 1,01.L1.3060.6301.SM3,01.L1.3060.6301,Viên,Hộp,11.00,M2,5.56,Vật tư hàng hóa,01.30X60,NCC0067,GACH,,0%,,gạch quy cách 30x60,3060,13551,11/4/2017
Gạch 30x60 MS 6409 Loại 1,01.L1.3060.6409.SM2,01.L1.3060.6409,Viên,Hộp,11.00,M2,5.56,Vật tư hàng hóa,01.30X60,NCC0067,GACH,,0%,,gạch quy cách 30x60,3060,13552,11/4/2017
Gạch 30x60 MS 6410 Loại 1,01.L1.3060.6410.SM3,01.L1.3060.6410,Viên,Hộp,11.00,M2,5.56,Vật tư hàng hóa,01.30X60,NCC0067,GACH,,0%,,gạch quy cách 30x60,3060,13553,11/4/2017
Gạch 40x40 MS 4401 loại 1,01.L1.4040.4401.0,01.L1.4040.4401,Viên,Hộp,6.00,M2,6.25,Vật tư hàng hóa,01.40X40,NCC0067,GACH,,0%,,gạch quy cách 40x40,4040,13554,5/18/2017
Gạch 40x40 MS 4401 loại 1,01.L1.4040.4401.10,01.L1.4040.4401,Viên,Hộp,6.00,M2,6.25,Vật tư hàng hóa,01.40X40,NCC0067,GACH,,0%,,gạch quy cách 40x40,4040,13555,8/28/2017
Gạch 40x40 MS 4401 loại 1,01.L1.4040.4401.12,01.L1.4040.4401,Viên,Hộp,6.00,M2,6.25,Vật tư hàng hóa,01.40X40,NCC0067,GACH,,0%,,gạch quy cách 40x40,4040,13556,2/26/2018
Gạch 40x40 MS 4401 loại 1,01.L1.4040.4401.13,01.L1.4040.4401,Viên,Hộp,6.00,M2,6.25,Vật tư hàng hóa,01.40X40,NCC0067,GACH,,0%,,gạch quy cách 40x40,4040,13557,2/26/2018
Gạch 40x40 MS 4401 loại 1,01.L1.4040.4401.14,01.L1.4040.4401,Viên,Hộp,6.00,M2,6.25,Vật tư hàng hóa,01.40X40,NCC0067,GACH,,0%,,gạch quy cách 40x40,4040,13558,3/21/2018
